Fecha_hora_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,promedio_IMPORTE_VALOR_CONCLUIDO,promedio_VALOR_FISICO_CONSTRUCCION,promedio_VALOR_FISICO_TERRENO,promedio_VALOR_FISICO_TERRENO_M2,promedio_regresion_IMPORTE_VALOR_CONCLUIDO,promedio_regresion_VALOR_FISICO_CONSTRUCCION,promedio_regresion_VALOR_FISICO_TERRENO,promedio_regresion_VALOR_FISICO_TERRENO_M2,error_promedio_IMPORTE_VALOR_CONCLUIDO,error_promedio_VALOR_FISICO_CONSTRUCCION,error_promedio_VALOR_FISICO_TERRENO,error_promedio_VALOR_FISICO_TERRENO_M2,error_min_IMPORTE_VALOR_CONCLUIDO,error_max_IMPORTE_VALOR_CONCLUIDO,error_min_VALOR_FISICO_CONSTRUCCION,error_max_VALOR_FISICO_CONSTRUCCION,error_min_VALOR_FISICO_TERRENO,error_max_VALOR_FISICO_TERRENO,error_min_VALOR_FISICO_TERRENO_M2,error_max_VALOR_FISICO_TERRENO_M2,desviacion_std_error_IMPORTE_VALOR_CONCLUIDO,desviacion_std_error_VALOR_FISICO_CONSTRUCCION,desviacion_std_error_VALOR_FISICO_TERRENO,desviacion_std_error_VALOR_FISICO_TERRENO_M2
"Tuesday, 04. October 2016 03:06AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold2_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,51.312822103500366,313,34,250,22,1,4,4,3275683.5294117648,1212286.095,978090.85235294118,23979.262352941179,3490799.1442888509,1263243.519297688,896434.39533687558,24721.134770402947,780363.47907581471,392986.40538167296,393270.3979609927,2887.7990771299319,76200.855711149052,2279200.8557111491,13243.519297688035,1261556.480702312,19039.264663124457,3096737.8346631243,122.5447704029466,8593.1347704029467,556999.8525237459,301538.29734856833,511724.29374789604,2353.8593414309958
"Tuesday, 04. October 2016 03:07AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold3_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,55.49938893318176,313,34,250,22,1,4,4,2997771.7647058824,1017387.2388235293,823441.45529411768,24935.065588235295,3441272.8877118714,1262616.4146290626,1072895.3200888066,24588.030613467701,1081928.8361166529,532221.29276661773,407641.96004701528,3653.7826470588234,58727.112288128585,3332727.1122881286,35496.414629062638,1222350.8153709373,44805.679911193438,772895.32008880656,286.63061346769973,21343.1893865323,869476.9102885369,328779.99400495447,211220.09757721168,3635.042941962577
"Tuesday, 04. October 2016 03:08AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold4_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,57.55815601348877,313,34,250,22,1,4,4,3401470.588235294,1238214.2282352941,909837.19147058832,24538.437941176471,3194931.5808737925,1185786.9425565233,918883.73069356906,24877.283824942544,850541.48572815431,392777.80455549859,359381.04751613393,3492.4246367613264,27931.580873792525,3187068.4191262075,10611.937443476636,1006676.8374434765,14191.269306430942,2345444.2693064311,200.63382494254256,13392.716175057456,760224.288103685,310938.38090694766,377612.36955659924,2518.9207548596887
"Tuesday, 04. October 2016 03:08AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold5_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,53.85227608680725,313,34,250,22,1,4,4,3119500.0,1051397.0676470587,1053138.8414705882,25444.592058823531,3425542.7937895367,1152376.9596715528,971874.1245525066,24943.893468447786,1004852.9411764706,473599.80645126785,392891.83018882509,3818.1322390061428,121457.20621046331,2628542.7937895367,14826.56032844726,1090576.2703284472,10788.325447493349,2251361.6654474935,265.81346844778454,14172.506531552215,628207.2597325487,264182.0877628503,408568.0767198788,3106.702726746907
"Tuesday, 04. October 2016 03:09AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold6_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,54.07889485359192,313,34,250,22,1,4,4,3504323.5294117648,1168920.2655882353,999389.49735294131,23635.32294117647,3119313.4415461603,1096079.4733850439,878380.4239729261,24760.012797572796,745073.30787149165,334528.39323529409,360330.87347695854,3623.7914110508223,19313.441546160262,2918686.5584538397,11169.073385044001,1085497.7566149561,4402.5260270738509,2050455.5460270741,96.70720242720563,9463.6127975727959,647489.0774793207,291356.25569255056,355021.8011480495,2374.485786790965
"Tuesday, 04. October 2016 03:10AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold7_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,50.637678146362305,313,34,250,22,1,4,4,3303647.0588235296,1125107.4535294119,847989.8135294118,24139.885588235295,3253879.0681656175,1149654.6694497245,923757.75093406893,25365.753913394976,876331.60026452073,426053.16745284398,320462.29691015009,3182.1742839288208,12120.931834382471,4117120.9318343825,10454.66944972449,1589943.3305502755,7757.7509340689285,905294.24906593107,71.606086605024757,10069.353913394976,980454.9403203565,397611.8822886554,249083.82236697103,2437.7279123730027
"Tuesday, 04. October 2016 03:11AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold8_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.561814069747925,313,34,250,22,1,4,4,3090542.2932352941,1110188.8838235294,1046681.0247058824,25956.273529411767,3177419.906814523,1078934.020222933,949315.97003341326,25095.01053906243,815070.64245967788,389980.82676470594,446777.38706865098,4399.5294434742609,81419.906814523041,3033580.093185477,3468.5497770670336,1215339.9697770672,10648.879966586712,3545121.0299665867,39.380539062429307,14558.48946093757,617814.7088560754,278869.81256401574,679723.3291284649,3330.943412479709
"Tuesday, 04. October 2016 03:12AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold9_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,49.50891995429993,313,34,250,22,1,4,4,3434088.2352941176,1256403.5802941176,927960.84588235302,24921.179411764704,3301358.3705545412,1149931.9259884357,999484.78903648735,24705.845686885215,1022327.9477449191,390002.43841312517,472959.33019149484,3421.9368051108954,50358.370554541238,5417641.6294454588,87331.925988435745,1150873.0740115643,215.74903648742475,2661164.700963513,271.085686885217,13823.364313114784,1022165.5414437723,267260.87055862846,516995.0889783895,2735.246047751234
"Tuesday, 04. October 2016 03:13AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold10_L1_H4,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,59.37272787094116,313,34,250,22,1,4,4,3094176.4705882352,1130229.0844117645,848959.92441176472,24753.630588235294,3241129.817241645,1184350.6825947789,898168.97592215764,25134.921808303512,775202.46430514264,370534.28898241336,237308.94500294473,2549.7439402727382,5244.6729629151523,2760755.3270370848,16612.395884856349,1816431.5741151436,6345.5345124208834,623045.53451242088,11.252751273881586,7092.4527512738787,729831.8132808348,378169.89708695986,184750.82971646913,1885.6858193208895
"Tuesday, 04. October 2016 03:14AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold1_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,54.63389611244202,313,34,250,22,1,8,4,3077058.8235294116,1037412.3473529413,900975.47941176477,26020.274411764705,3296966.6702046441,1120479.2030167228,962732.34042468853,25395.337749391263,1057345.0988716809,386627.907474523,378710.61135134235,3815.629117647059,52033.329795355909,3306033.3297953559,22070.796983277192,843394.40301672276,29684.179575311486,2124998.4595753113,26.33774939126306,13133.872250608736,802454.4183807651,266563.5421590755,369394.6326047164,3179.1726815491193
"Tuesday, 04. October 2016 03:15AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold2_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,53.217995166778564,313,34,250,22,1,8,4,3275683.5294117648,1212286.095,978090.85235294118,23979.262352941179,3103830.8628583169,1123618.7149820903,839653.39804744371,24193.281739998987,779218.72201666865,373811.80264705879,390190.28411764704,2818.4902047057635,33830.862858316861,2666169.1371416831,3795.5049820903223,1401181.2850179097,4419.0619525562506,3153518.831952556,193.28173999898718,8460.9682600010128,543408.4924649942,333006.968354454,526091.2969119909,2330.5750125962777
"Tuesday, 04. October 2016 03:15AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold3_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,54.2884681224823,313,34,250,22,1,8,4,2997771.7647058824,1017387.2388235293,823441.45529411768,24935.065588235295,3442926.9690210293,1186840.4267142569,1031073.8404345391,25655.299985980579,1082609.9284204238,498931.39099998819,385501.17670063843,3705.7544101153621,57073.030978970695,3331073.0309789707,40279.573285743129,1298126.8032857431,54203.040434539202,805854.33956546069,228.21998598057689,20275.920014019423,869474.4140297903,333167.06053713313,207505.94370286303,3637.217808676605
"Tuesday, 04. October 2016 03:16AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold4_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,56.010498046875,313,34,250,22,1,8,4,3401470.588235294,1238214.2282352941,909837.19147058832,24538.437941176471,2811644.3662716132,906976.87025424419,863302.8172078596,25031.668684811819,986658.86491502833,483041.08514456218,346453.25274256349,3501.5060991065775,355.63372838683426,3570355.6337283868,2719.1297457558103,1285486.9097457556,2551.1427921403665,2401025.1827921402,168.33131518818118,13238.331315188181,795677.4987430986,352984.35882267944,392172.90923284285,2531.7793513972915
"Tuesday, 04. October 2016 03:17AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold5_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,52.825284004211426,313,34,250,22,1,8,4,3119500.0,1051397.0676470587,1053138.8414705882,25444.592058823531,3123886.6566004995,1093111.6103408809,829436.68589938362,24555.163416017531,1020219.2168705295,470113.60943181656,377413.81582944799,3871.0955736439655,101113.34339950047,2326886.6566004995,74091.90965911909,1149841.6196591191,7992.285899383598,2393799.1041006166,122.91658398247091,14561.236583982471,519503.21964872436,254215.08781203834,471475.74206547294,3128.056732041203
"Tuesday, 04. October 2016 03:18AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold6_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,53.340834856033325,313,34,250,22,1,8,4,3504323.5294117648,1168920.2655882353,999389.49735294131,23635.32294117647,3386326.9589481475,1206786.2493349842,968955.13424441894,24915.684536267945,706506.35646078095,342360.20097631938,357530.12258381338,3588.0769966251019,62891.940166723449,2694108.0598332766,8168.032675425522,960315.01553899772,4126.3349306753371,1982257.4649306755,43.484153739678732,9271.2841537396816,599418.9566754071,271219.6626104145,347121.10508774844,2436.9198107388474
"Tuesday, 04. October 2016 03:19AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold7_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,57.447901010513306,313,34,250,22,1,8,4,3303647.0588235296,1125107.4535294119,847989.8135294118,24139.885588235295,2949640.6603013636,1051650.7744643949,768846.74186809687,24116.268898763043,879101.09878807492,406894.35464287002,297654.58389787097,3089.7555234566498,118640.66030136356,4421359.3396986369,32484.225535605103,1687947.2255356051,1135.6018680968555,1060205.2581319031,19.77889876304107,8819.868898763043,1038881.0803123127,422902.84047676175,276881.61449234444,2240.5280517595156
