Fecha_hora_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,promedio_IMPORTE_VALOR_CONCLUIDO,promedio_VALOR_FISICO_CONSTRUCCION,promedio_VALOR_FISICO_TERRENO,promedio_VALOR_FISICO_TERRENO_M2,promedio_regresion_IMPORTE_VALOR_CONCLUIDO,promedio_regresion_VALOR_FISICO_CONSTRUCCION,promedio_regresion_VALOR_FISICO_TERRENO,promedio_regresion_VALOR_FISICO_TERRENO_M2,error_promedio_IMPORTE_VALOR_CONCLUIDO,error_promedio_VALOR_FISICO_CONSTRUCCION,error_promedio_VALOR_FISICO_TERRENO,error_promedio_VALOR_FISICO_TERRENO_M2,error_min_IMPORTE_VALOR_CONCLUIDO,error_max_IMPORTE_VALOR_CONCLUIDO,error_min_VALOR_FISICO_CONSTRUCCION,error_max_VALOR_FISICO_CONSTRUCCION,error_min_VALOR_FISICO_TERRENO,error_max_VALOR_FISICO_TERRENO,error_min_VALOR_FISICO_TERRENO_M2,error_max_VALOR_FISICO_TERRENO_M2,desviacion_std_error_IMPORTE_VALOR_CONCLUIDO,desviacion_std_error_VALOR_FISICO_CONSTRUCCION,desviacion_std_error_VALOR_FISICO_TERRENO,desviacion_std_error_VALOR_FISICO_TERRENO_M2
"Tuesday, 04. October 2016 03:20AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold8_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,59.26980495452881,313,34,250,22,1,8,4,3090542.2932352941,1110188.8838235294,1046681.0247058824,25956.273529411767,3204249.0068634921,1124320.4706310369,917376.58041416598,24663.874977144096,816648.8248154996,392446.58562535513,440109.8800487254,4410.3717673948122,108249.00686349208,3006750.9931365079,41917.900631036842,1169953.5193689633,6271.5295858340105,3577060.4195858343,35.575022855904535,14989.625022855904,620081.7370225606,273974.3241283385,689330.7019733619,3453.7203554809926
"Tuesday, 04. October 2016 03:21AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold9_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,54.47216200828552,313,34,250,22,1,8,4,3434088.2352941176,1256403.5802941176,927960.84588235302,24921.179411764704,2851275.3942121319,974704.14343122416,839706.13093589421,24285.264591333013,1035611.6719500865,420989.52575552231,425135.26775716397,3406.939729921588,29724.605787868146,5867724.6057878677,20091.856568775838,1326100.8565687758,2990.4490641057491,2820943.3590641059,16.135408666988951,14243.945408666987,1157384.5007223804,338107.1629858832,559381.5106150449,2818.1559861667206
"Tuesday, 04. October 2016 03:22AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold10_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,59.301297187805176,313,34,250,22,1,8,4,3094176.4705882352,1130229.0844117645,848959.92441176472,24753.630588235294,3289137.7209929153,1063716.177315807,1045849.3276637137,23893.937008855697,775133.84952857823,376085.8785727513,315385.36950806691,2596.8595273280712,48137.720992915332,2717862.2790070847,18686.392684193095,1941087.802684193,103555.8076637137,692215.32766371372,148.81700885569808,8541.1629911443015,738538.6742293834,369490.53907221387,163365.9936184927,2010.6018058996356
"Tuesday, 04. October 2016 03:23AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold1_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,52.385820150375366,313,34,250,22,1,16,4,3077058.8235294116,1037412.3473529413,900975.47941176477,26020.274411764705,2930686.3045773208,1037852.3836869113,864483.16637396626,25285.601050572564,987882.3529411765,377129.05147058825,352310.66999999998,3823.6819352267571,1313.6954226791859,3672313.6954226792,37483.076313088648,898647.61631308869,1980.1936260337243,2223247.6336260336,53.498949427434127,13243.608949427435,871243.744143523,267228.42383534665,391495.9675144957,3192.9328330598737
"Tuesday, 04. October 2016 03:24AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold2_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,56.13012504577637,313,34,250,22,1,16,4,3275683.5294117648,1212286.095,978090.85235294118,23979.262352941179,3140029.1330960505,1096498.0284051327,910601.53746088303,24281.102023686071,778286.80689886119,372440.75492698449,394742.80904831662,2539.0411071961544,22423.820153837092,2646906.658033256,6196.7270312039182,1411173.517031204,3264.8572152454872,3074433.7127847546,134.39852109997082,8312.9906147892907,536819.2680220249,341936.96880457125,504788.90432882647,2033.3059505452966
"Tuesday, 04. October 2016 03:25AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold3_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,53.2056040763855,313,34,250,22,1,16,4,2997771.7647058824,1017387.2388235293,823441.45529411768,24935.065588235295,3443413.4707076112,1175126.3278876741,1055465.933317533,26360.561751510413,1082810.2526443105,494107.93854198343,398414.63763869397,3800.1711914430161,56586.529292388819,3330586.5292923888,39876.327887674095,1309840.9021123259,62235.066682467004,781462.24668246694,145.09824848958306,19570.658248489584,869474.1771522361,334600.36693701375,208949.27965360112,3746.1940386726965
"Tuesday, 04. October 2016 03:26AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold4_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,51.980626821517944,313,34,250,22,1,16,4,3401470.588235294,1238214.2282352941,909837.19147058832,24538.437941176471,2841753.1698228233,939568.79280184326,792510.02780953934,22954.950669430218,979388.4243376815,465483.66620654287,345533.26054699445,3516.7545939423126,4181.7410569167696,3391932.5433349209,5885.9358229176141,1296022.2967203876,4300.3447001432069,2486223.5447001429,284.60323786974914,15624.753237869751,786333.5194523421,345040.6709061211,415779.7325086076,2838.692114546974
"Tuesday, 04. October 2016 03:26AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold5_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,50.533864974975586,313,34,250,22,1,16,4,3119500.0,1051397.0676470587,1053138.8414705882,25444.592058823531,3049417.7945096185,1083220.1138835868,803612.77112837567,24307.753969463472,1028980.2594694565,469531.75669903448,379981.78898489696,3914.7560642123194,162417.79450961854,2300582.2054903815,83983.406116413185,1159733.1161164131,1862.6311283755349,2419623.0188716245,40.413969463483227,14808.646030536518,506776.818816471,253859.5070014693,482249.9446844898,3153.7473500017627
"Tuesday, 04. October 2016 03:27AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold6_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.87142086029053,313,34,250,22,1,16,4,3504323.5294117648,1168920.2655882353,999389.49735294131,23635.32294117647,3311021.3109762915,1229206.3173849925,738548.62821919576,25080.013159128761,710615.13988514221,352612.47128970368,405712.00209910743,3731.0440561630921,30021.310976291541,2726978.6890237085,20793.682615007507,952370.91261500749,90700.631780804251,2190287.3417808046,223.29315912875973,9783.6131591287613,598778.2915381979,266065.3786857493,380356.8747820458,2381.503673357304
"Tuesday, 04. October 2016 03:28AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold7_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,44.49976301193237,313,34,250,22,1,16,4,3303647.0588235296,1125107.4535294119,847989.8135294118,24139.885588235295,3039978.3733012783,1086563.1224961856,813405.30912372877,24194.102679630108,865176.01939383044,408198.1623962216,297175.37617475976,2993.7410896468914,77058.000771813095,4371058.0007718131,14028.232042554067,1639853.8020425541,5750.3808540671598,1033762.6391459329,7.5804533853770408,8573.8595466146253,1023466.0440092345,412413.0275078632,261176.78395131908,2383.4470894738415
"Tuesday, 04. October 2016 03:29AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold8_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.23870396614075,313,34,250,22,1,16,4,3090542.2932352941,1110188.8838235294,1046681.0247058824,25956.273529411767,3023143.3015518328,1109270.9830918328,768146.20083439816,25003.75912300681,810281.23617647064,391561.32165246079,442328.22284301202,4397.2129411764699,72856.698448167183,3187856.6984481672,26868.413091832772,1185003.0069081674,19662.199165601865,3726290.7991656018,51.870876993190905,14649.74087699319,621670.6437637259,274876.5632650633,730808.644770752,3358.73063030553
"Tuesday, 04. October 2016 03:29AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold9_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,44.86857199668884,313,34,250,22,1,16,4,3434088.2352941176,1256403.5802941176,927960.84588235302,24921.179411764704,3691825.938532636,1359813.3779838369,1157014.9106233995,24889.953245152974,1081039.4183277732,370079.58046448749,545892.85520586779,3299.2306966584019,1742.6637464421801,5000338.6492770892,5536.2550689240452,1012991.4049310759,31059.880349672865,2486420.0696503278,6.1609450440737419,13396.399054955924,979951.0377031773,290243.9788406853,479759.5347997512,2661.0408274047195
"Tuesday, 04. October 2016 03:30AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold10_L1_H16,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,44.134279012680054,313,34,250,22,1,16,4,3094176.4705882352,1130229.0844117645,848959.92441176472,24753.630588235294,2874794.0018984368,994569.28320902854,1039654.5681778652,25845.739594298528,830896.23462408117,395424.15680857818,311741.39333992079,2741.7498568112455,19205.998101563193,3132205.9981015632,10462.296790971537,2010234.6967909716,97361.048177865334,686020.56817786535,54.260405701472337,6589.3604057014709,682643.4528464224,368216.2375424919,163011.32751239563,1929.413325323241
"Tuesday, 04. October 2016 03:31AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold1_L1_H32,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,44.643868923187256,313,34,250,22,1,32,4,3077058.8235294116,1037412.3473529413,900975.47941176477,26020.274411764705,2958108.2246255111,1086483.5248696995,677975.16074789444,24431.714229636105,990424.49701476598,378685.18762406462,365741.52579436533,3958.3324888877455,17108.224625511095,3644891.7753744889,956.47513030050322,850016.4751303005,15802.640747894417,2409755.6392521053,326.31422963610385,14097.495770363894,864153.2568648248,269523.0369999237,438203.7086777205,3336.277271185059
"Tuesday, 04. October 2016 03:32AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold2_L1_H32,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.530009031295776,313,34,250,22,1,32,4,3275683.5294117648,1212286.095,978090.85235294118,23979.262352941179,3427285.8625807427,1335231.5249048008,765117.22500680387,23187.530574058983,776627.40368122014,418554.93937256507,397130.75970388122,2839.9181002214159,139714.13741925731,2342714.1374192573,25449.524904800812,1189568.4750951992,16966.214993196074,3228055.0049931961,24.410574058983912,9466.7194259410171,541086.3246252693,287566.239243991,545436.0708586787,2427.213838756408
"Tuesday, 04. October 2016 03:32AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold3_L1_H32,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.851935148239136,313,34,250,22,1,32,4,2997771.7647058824,1017387.2388235293,823441.45529411768,24935.065588235295,3778203.6625062097,1400081.248592962,918891.41419925634,26145.693353669707,1264889.4286804888,597985.24925509747,330851.00476448715,3763.4477474905539,29796.337493790314,2995796.3374937903,11085.651407037862,1169900.918592962,2483.7958007436246,918036.7658007436,20.306646330293006,19785.526646330294,859648.4968605656,346535.4051933684,219560.86593884212,3707.4670850187167
